,nconst,primaryName,knownForTitles
348,nm0001079,scatman crothers,"tt0081505,tt0086491,tt0065421,tt0073486"
349,nm0925320,peter white,"tt0106145,tt0120591,tt0146309,tt0106673"
350,nm0001243,william friedkin,"tt0067116,tt1726669,tt0070047,tt0090180"
351,nm0001069,bud cort,"tt0066026,tt0200550,tt0067185,tt0362270"
352,nm0000621,kurt russell,"tt0098439,tt3460252,tt0116253,tt0116225"
353,nm0428086,freddie jones,"tt0087182,tt0080678,tt0245844,tt0085811"
354,nm0000469,james earl jones,"tt3748528,tt6105098,tt0099810,tt0086190"
355,nm0000216,arnold schwarzenegger,"tt0093773,tt0216216,tt0116213,tt0111503"
356,nm0001164,charles durning,"tt0190590,tt0084805,tt0072890,tt0079588"
357,nm0071838,john bennett,"tt0078480,tt0074896,tt0119116,tt0181689"
358,nm0001967,peter boyle,"tt0072431,tt0115167,tt0095963,tt0075314"
359,nm0000215,susan sarandon,"tt0112818,tt0103074,tt0120686,tt0094812"
360,nm0725543,don rickles,"tt0065938,tt0112641,tt0120363,tt0114709"
361,nm0000661,donald sutherland,"tt0066026,tt1951264,tt0414387,tt1951265"
362,nm0000643,tom skerritt,"tt0118884,tt0066026,tt0078748,tt0092099"
363,nm0006568,maria callas,"tt0112579,tt2395427,tt1219827,tt1167638"
364,nm0005710,william a. fraker,"tt0086567,tt0073486,tt0078723,tt0062765"
365,nm0575198,anne meara,"tt0110950,tt0099077,tt0110006,tt0477347"
366,nm0001875,anthony zerbe,"tt0097742,tt0070511,tt0067525,tt0234215"
367,nm0001096,timothy dalton,"tt0097742,tt0425112,tt0080745,tt0093428"
368,nm0819525,g.d. spradlin,"tt0109707,tt0071562,tt0078788,tt0113972"
369,nm0000151,morgan freeman,"tt0097239,tt0405159,tt0114369,tt1057500"
370,nm0362735,robert hardy,"tt0304141,tt0373889,tt0330373,tt0114388"
371,nm0795344,john shrapnel,"tt0125439,tt0172495,tt0790686,tt0332452"
372,nm0775870,john schuck,"tt0092007,tt0102975,tt0066026,tt0099422"
373,nm0193661,sinéad cusack,"tt0434409,tt1646987,tt0765443,tt0117737"
374,nm0731634,tony roberts,"tt0069097,tt0072251,tt0070666,tt0075686"
375,nm0000457,john hurt,"tt0080678,tt0087803,tt1340800,tt0078748"
376,nm0881005,ian underwood,"tt0090605,tt0948470,tt0093640,tt0083658"
377,nm0005139,mike leigh,"tt0107653,tt1431181,tt0117589,tt1045670"
378,nm0430151,richard jordan,"tt0074812,tt0087182,tt0099810,tt0107007"
379,nm0332390,harold gould,"tt0070735,tt0073312,tt0129290,tt0322330"
380,nm0732367,andrew robinson,"tt0066999,tt0103956,tt0093177,tt0106145"
381,nm0005078,stacy keach,"tt1194173,tt0120586,tt0116225,tt1821549"
382,nm0950867,harris yulin,"tt0266915,tt0086250,tt0109444,tt0097428"
383,nm0613830,dennis muren,"tt0120915,tt0107290,tt0407304,tt0093260"
384,nm0612529,charles mulvehill,"tt0228750,tt0325710,tt0067185,tt0109642"
385,nm0246004,richard dysart,"tt0099088,tt0078841,tt0084787,tt0089767"
386,nm0001434,kris kristofferson,"tt0120611,tt0366627,tt0187738,tt0120784"
387,nm0013022,richmond l. aguilar,"tt0064276,tt0098258,tt0087332,tt0117108"
388,nm0000313,jeff bridges,"tt1263670,tt0088172,tt0118715,tt2582782"
389,nm0933361,elizabeth wilson,"tt0080319,tt0061722,tt0110932,tt0101272"
390,nm0063027,terence bayler,"tt0241527,tt0081633,tt0088846,tt0079470"
391,nm0701298,david puttnam,"tt0082158,tt0087553,tt0077928,tt0091530"
392,nm0043088,val avery,"tt0090859,tt0119008,tt0078767,tt0054047"
393,nm0000199,al pacino,"tt0099422,tt0072890,tt0070666,tt0068646"
394,nm0109175,richard bright,"tt0071562,tt0087843,tt0079261,tt0099674"
395,nm0197883,robert daley,"tt0070355,tt0079116,tt0089886,tt0066999"
396,nm0726492,ron rifkin,"tt0259288,tt0164184,tt0119488,tt0285333"
397,nm0159494,raymond chow,"tt0068767,tt0070034,tt0089374,tt0068935"
398,nm0933287,dennis wilson,"tt0251075,tt0110366,tt0822832,tt0106519"
399,nm0000256,jenny agutter,"tt0848228,tt0082010,tt0099253,tt0074812"
400,nm0000329,jackie chan,"tt0127357,tt0266915,tt0089374,tt0120812"
401,nm0394707,tad horino,"tt0240468,tt0101452,tt0166924,tt0089893"
402,nm0000105,adrienne barbeau,"tt0090685,tt0080749,tt0082340,tt1024648"
403,nm0000140,michael douglas,"tt0103772,tt0093010,tt1291580,tt0094291"
404,nm0012524,frank adu,"tt0075314,tt0073312,tt0126916,tt0104797"
405,nm0399663,david huddleston,"tt0395251,tt0118715,tt0071230,tt0095174"
406,nm0354085,sid haig,"tt0378194,tt2494362,tt0251736,tt0395584"
407,nm0143378,bernie casey,"tt0113409,tt0096928,tt0086006,tt0088000"
408,nm0001850,billy dee williams,"tt2527338,tt0080684,tt4116284,tt0086190"
409,nm0432625,paul junger witt,"tt0097165,tt0088526,tt0278504,tt0120188"
410,nm0288882,bernard fox,"tt0076618,tt0100477,tt0120616,tt0120338"
411,nm0714643,michael p. redbourn,"tt0088172,tt0087332,tt0089175,tt0102034"
412,nm0005019,bo hopkins,"tt0068638,tt0065214,tt0077928,tt0069704"
413,nm0000885,ned beatty,"tt0822854,tt0074958,tt0068473,tt0078346"
414,nm0001074,ronny cox,"tt0100802,tt0093870,tt0086960,tt0068473"
415,nm0623762,christopher neame,"tt0097742,tt0859163,tt0482571,tt0097428"
416,nm0000473,diane keaton,"tt0075686,tt0337741,tt0079522,tt0073312"
417,nm0035866,r.g. armstrong,"tt0087050,tt0099422,tt0093773,tt0061619"
418,nm0442241,philip kaufman,"tt0077745,tt0086197,tt0082971,tt0096332"
419,nm0001241,stephen frears,"tt0094947,tt0301199,tt2431286,tt0436697"
420,nm0771062,edgar j. scherick,"tt0327162,tt0069281,tt0085794,tt0072251"
421,nm0093386,delle bolton,"tt0068762,tt0312172"
422,nm0000127,wes craven,"tt0087800,tt0117571,tt0111686,tt0105121"
423,nm0173645,gary combs,"tt0164052,tt0096256,tt0083658,tt0093870"
424,nm0550881,frank marshall,"tt0112715,tt0082971,tt0286106,tt0421715"
425,nm0147250,alec cawthorne,tt0069281
426,nm0560064,john matthews,tt0069281
427,nm0934902,paul winfield,"tt0088247,tt0116996,tt0106582,tt0084726"
428,nm0001404,madeline kahn,"tt0071230,tt0072431,tt0088930,tt0070510"
429,nm1148718,jessica forte,"tt0453451,tt0425112,tt0783233,tt0419706"
430,nm0017491,norman alden,"tt0088763,tt0109707,tt0057546,tt0092106"
431,nm0000517,terrence malick,"tt0077405,tt0069762,tt0478304,tt0120863"
432,nm0186469,kenneth cranham,"tt0063385,tt0095294,tt0375912,tt0985699"
433,nm0000118,john carpenter,"tt0074156,tt0077651,tt0082340,tt0080749"
434,nm0718850,robert e. relyea,"tt0057115,tt0055614,tt0107362,tt0062765"
435,nm0002081,edward fox,"tt0086006,tt0083987,tt0075784,tt0069947"
436,nm0587518,john milius,"tt0082198,tt0078788,tt0384766,tt0068762"
437,nm0879006,charles tyner,"tt0061512,tt0067185,tt0068762,tt0093748"
438,nm0001255,victor garber,"tt1024648,tt0120338,tt0250494,tt0285333"
439,nm0219336,barry dennen,"tt0083791,tt0067093,tt0070239,tt0086393"
440,nm0001642,randy quaid,"tt0099371,tt0116629,tt0116778,tt0388795"
441,nm0416378,clifton james,"tt0081573,tt0070328,tt0071807,tt0061512"
442,nm0732364,amy robinson,"tt0070379,tt0088680,tt0120681,tt0126916"
443,nm0065320,graham beckel,"tt0213149,tt0119488,tt0113627,tt0407362"
444,nm0384916,john hillerman,"tt0067328,tt0080240,tt0071230,tt0071315"
445,nm1980761,jennifer drake,tt0070544
446,nm0589248,roger miller,"tt0758758,tt0070608,tt0086393,tt0415306"
447,nm0123680,norman burton,"tt0063442,tt0066995,tt0072308,tt0067065"
448,nm0106840,martin bregman,"tt0119807,tt0072890,tt0098273,tt0106519"
449,nm0452288,margot kidder,"tt0078767,tt0078346,tt0071222,tt0081573"
450,nm0680539,julia phillips,"tt0075314,tt0101757,tt0075860,tt0070735"
451,nm0680635,michael phillips,"tt0119675,tt0075860,tt0075314,tt0070735"
452,nm0000442,rutger hauer,"tt0083658,tt0091209,tt1640459,tt0401792"
453,nm0000682,paul verhoeven,"tt0164052,tt0093870,tt3716530,tt0389557"
454,nm0000341,michael crichton,"tt0108757,tt0070909,tt0107290,tt0117998"
455,nm0839836,carol ann susi,"tt0239395,tt0098273,tt0898266,tt0093936"
456,nm0501697,mark lenard,"tt0102975,tt0088170,tt0092007,tt0079945"
457,nm0001413,julie kavner,"tt0389860,tt0096697,tt0091167,tt0462538"
458,nm0166979,john clive,"tt0063823,tt0064505,tt0066921,tt0075066"
459,nm0926368,benjamin whitrow,"tt0120630,tt0112130,tt0103939,tt0120053"
460,nm0001056,dabney coleman,"tt0080319,tt0128853,tt0086567,tt0082846"
461,nm0001129,jonathan demme,"tt0107818,tt1084950,tt0268126,tt0102926"
462,nm0001837,peter weir,"tt0090329,tt1023114,tt0120382,tt0311113"
463,nm0000893,ed begley jr.,"tt0310281,tt0910936,tt1289401,tt1178663"
464,nm0001030,john cazale,"tt0068646,tt0072890,tt0071562,tt0071360"
465,nm0002078,frederic forrest,"tt0078788,tt0096639,tt0071360,tt0106856"
466,nm0089348,roberts blossom,"tt0075860,tt0085333,tt0099785,tt0079116"
467,nm0137967,leslie carlson,"tt0085407,tt0086541,tt0085334,tt0091064"
468,nm0138084,gunnar carlsson,"tt1216487,tt1343097,tt0870984,tt1139797"
469,nm0251536,bernd eichinger,"tt0091605,tt0396171,tt0765432,tt0363163"
470,nm0001190,david prowse,"tt0066921,tt0086190,tt0076759,tt0080684"
471,nm0000331,chevy chase,"tt0085995,tt0090056,tt0097958,tt0080487"
472,nm0773721,bert schneider,"tt0077405,tt0067328,tt0065724,tt0064276"
473,nm0766993,zamira saunders,tt0071615
474,nm0752636,john p. ryan,"tt0086197,tt0106364,tt0115736,tt0089941"
475,nm0167467,aurore clément,"tt0087884,tt2056771,tt0422720,tt0078788"
476,nm0000722,joss ackland,"tt0097733,tt0101452,tt0078480,tt0099810"
477,nm0000230,sylvester stallone,"tt0075148,tt3076658,tt0089927,tt0084602"
478,nm0164083,jim clark,"tt0091530,tt0056923,tt0087553,tt0074860"
479,nm0725894,robert ridgely,"tt0107818,tt0118749,tt0107977,tt0092644"
480,nm0005162,robert loggia,"tt0116629,tt0086250,tt0094737,tt0116922"
481,nm0771335,elliot schick,"tt0100802,tt0066473,tt0093507,tt0087985"
482,nm0113360,david brown,"tt0088933,tt0105151,tt0104257,tt0120647"
483,nm0522028,john lounsbery,"tt0048280,tt0058331,tt0076363,tt0076618"
484,nm0200246,ignat daniltsev,tt0072443
485,nm0731426,michael d. roberts,"tt0421073,tt0340163,tt0091474,tt0095953"
486,nm0930254,chino 'fats' williams,"tt0090305,tt0084602,tt0098206,tt0088247"
487,nm0959022,darrell zwerling,"tt0100935,tt0071315,tt0077631,tt0078718"
488,nm0000237,john travolta,"tt0113161,tt0110912,tt0076666,tt0077631"
489,nm0606541,garrett morris,"tt0072562,tt0278488,tt0106598,tt0478970"
490,nm0322339,paul gleason,"tt0283111,tt0088847,tt0277371,tt0086465"
491,nm0524747,william lucking,"tt1524137,tt0289765,tt0165854,tt0412080"
492,nm0000988,jerry bruckheimer,"tt0210945,tt0383574,tt0449088,tt0120591"
493,nm0822476,florence stanley,"tt0118798,tt0230011,tt0309530,tt0113198"
494,nm0541451,claudio mancini,"tt0064116,tt0067140,tt0087843,tt0089469"
495,nm0247691,robert easton,"tt0088323,tt0102975,tt0095963,tt0096463"
496,nm0001353,walter hill,"tt0090605,tt0080120,tt0083511,tt0103644"
497,nm0330383,lawrence gordon,"tt0409459,tt0093773,tt0097770,tt0095016"
498,nm0726403,robert rietty,"tt0064505,tt0075005,tt0212985,tt0074811"
499,nm0229943,vernon dobtcheff,"tt0097576,tt0069947,tt0076752,tt0067093"
500,nm0001217,fionnula flanagan,"tt0407265,tt1540133,tt0230600,tt0430105"
501,nm0330700,berry gordy,"tt0317740,tt0160127,tt0399295,tt2015381"
502,nm0077720,michael berryman,"tt0073486,tt0090305,tt0077681,tt0395584"
503,nm0119364,jimmy buffett,"tt0369610,tt0087995,tt0118884,tt0106918"
504,nm0000347,tim curry,"tt0073629,tt0099810,tt0088930,tt0112715"
505,nm0718645,ivan reitman,"tt0087332,tt0082509,tt1193138,tt0120828"
506,nm6327493,shaan uttamsingh,tt0073707
507,nm6327494,sascha sippy,tt0073707
508,nm0621008,charles napier,"tt0102926,tt0089880,tt0118655,tt0080455"
509,nm3602469,stanley schneider,tt0073802
510,nm0005056,elton john,"tt2066051,tt0110357,tt4649466,tt0138749"
511,nm0001638,jürgen prochnow,"tt0087182,tt0116209,tt0082096,tt0113409"
512,nm0088781,dirk blocker,"tt0084516,tt2467372,tt0093777,tt0088172"
513,nm0001394,derek jacobi,"tt1521197,tt0101669,tt0172495,tt0280707"
514,nm0001772,patrick stewart,"tt0120903,tt0120844,tt0117731,tt3315342"
515,nm0571106,michael mckean,"tt3032476,tt0310281,tt0088258,tt0088930"
516,nm0325028,louise gold,"tt0083791,tt2281587,tt0104940,tt0074028"
517,nm0430944,darwin joston,"tt0074486,tt0100935,tt0074156,tt0080749"
518,nm0000824,john badham,"tt0091949,tt0113972,tt0076666,tt0086567"
519,nm0001425,krzysztof kieslowski,"tt0108394,tt0111507,tt0111495,tt0101765"
520,nm0227039,melinda dillon,"tt0075860,tt0175880,tt0093148,tt0085334"
521,nm0862168,joel thurm,"tt0080339,tt0080360,tt0073629,tt0077631"
522,nm0000149,jodie foster,"tt0075314,tt0102926,tt0118884,tt0476964"
523,nm0000570,alan parker,"tt0116250,tt0077928,tt0095647,tt0101605"
524,nm0571853,bill mckinney,"tt0099088,tt0068473,tt0083944,tt0075029"
525,nm0267309,james fargo,"tt0068699,tt0074483,tt0075029,tt0073195"
526,nm0620756,jack nance,"tt0116922,tt0090756,tt0074486,tt0087182"
527,nm0001697,chris sarandon,"tt0094862,tt0072890,tt0093779,tt0089175"
528,nm0002989,andrew stevens,"tt0144117,tt0233142,tt0237572,tt0190138"
529,nm0382676,william hickey,"tt0097958,tt0091605,tt0098273,tt0107688"
530,nm0369592,michael hausman,"tt0117318,tt0388795,tt0106918,tt0086879"
531,nm0107281,eileen brennan,"tt0074937,tt0263488,tt0067328,tt0088930"
532,nm0338746,ellen greene,"tt0110413,tt0117247,tt0091419,tt0318374"
533,nm0640722,anthony o'donnell,"tt1074638,tt0416320,tt0117589,tt0457513"
534,nm0001149,richard donner,"tt0300556,tt0093409,tt0078346,tt0089457"
535,nm0001735,talia shire,"tt0071562,tt0075148,tt0089927,tt0068646"
536,nm0949350,burt young,"tt1606392,tt0075148,tt0071315"
537,nm0001835,carl weathers,"tt0089927,tt0093773,tt0116483,tt0075148"
538,nm0000453,ian holm,"tt0167260,tt0382932,tt0120737,tt0088846"
539,nm0571188,lonette mckee,"tt0104797,tt0203019,tt0322589,tt0088850"
540,nm0642714,sam o'steen,"tt0071315,tt0095174,tt0061184,tt0061722"
541,nm0682757,frank pierson,"tt0072890,tt0100404,tt0804503,tt0061512"
542,nm0773837,harold schneider,"tt0067328,tt0077405,tt0086567,tt0065724"
543,nm0271026,edward s. feldman,"tt0090329,tt0091209,tt0093605,tt0120382"
544,nm0029460,jack angel,"tt0212720,tt0129167,tt0114709,tt0133240"
545,nm0000373,michael dorn,"tt0120844,tt0117731,tt0092455,tt0253754"
546,nm0887694,dick van patten,"tt0070909,tt0107977,tt0070723,tt0094012"
547,nm0900963,tony vogel,"tt0119683,tt0082971,tt0117060,tt0349825"
548,nm0539616,kevork malikyan,"tt0377062,tt0077928,tt1528100,tt0097576"
549,nm0571650,charles mckeown,"tt0096764,tt0088846,tt0090056,tt0079470"
550,nm0000601,harold ramis,"tt0107048,tt0478311,tt0083131,tt0087332"
551,nm0506405,eugene levy,"tt0218839,tt0118111,tt0163651,tt0310281"
552,nm0551908,andrea martin,"tt0259446,tt0248845,tt0093260,tt3760922"
553,nm0001006,john candy,"tt0088161,tt0098554,tt0093748,tt0094012"
554,nm0027630,benny andersson,"tt3659388,tt0274166,tt0795421,tt6911608"
555,nm0001406,carol kane,"tt0075686,tt0395699,tt0093779,tt0106220"
556,nm0355097,jackie earle haley,"tt1179056,tt1130884,tt0409459,tt0404203"
557,nm0930454,dick anthony williams,"tt0072890,tt0346631,tt0079367,tt0099487"
558,nm0345542,peter guber,"tt0093260,tt0366627,tt0098439,tt0088930"
559,nm0000631,ridley scott,"tt0103074,tt0172495,tt0083658,tt3659388"
560,nm0000148,harrison ford,"tt0090329,tt0106977,tt0082971,tt0118571"
561,nm0919154,robert k. weiss,"tt0102510,tt0114694,tt0110622,tt0080455"
562,nm0319501,william s. gilmore,"tt0095631,tt0104257,tt0091419,tt0292963"
563,nm0000152,richard gere,"tt0358135,tt0299658,tt0084434,tt0100405"
564,nm0395208,marty hornstein,"tt0102975,tt0253754,tt0120844,tt0117731"
565,nm0089940,don bluth,"tt0084649,tt0096787,tt0120913,tt0118617"
566,nm0828245,art stevens,"tt0076618,tt0082406,tt0046183,tt0088814"
567,nm0000169,tommy lee jones,"tt0477348,tt2398231,tt0443272,tt0106977"
568,nm0002956,barry gibb,"tt0076666,tt0077631,tt1677720,tt0111503"
569,nm0024849,amidou,"tt0160797,tt0083284,tt0122690,tt0266987"
570,nm0000434,mark hamill,"tt0080684,tt0076759,tt2527336,tt0086190"
571,nm0000402,carrie fisher,"tt0076759,tt0086190,tt0080684,tt2527336"
572,nm0476030,gary kurtz,"tt0080684,tt0069704,tt0083791,tt0076759"
573,nm0564768,rick mccallum,"tt0076759,tt0120915,tt0080684,tt0086190"
574,nm0279137,takayo fischer,"tt0407304,tt0449088,tt0454921,tt1210166"
575,nm0266802,al fann,"tt0101912,tt0067116,tt0101889,tt0105477"
576,nm0365281,rosemary harris,"tt0292963,tt0145487,tt0413300,tt0316654"
577,nm0015826,marc alaimo,"tt0098439,tt0100802,tt0106145,tt0110622"
578,nm0000362,danny devito,"tt0103776,tt0117008,tt0098621,tt0094142"
579,nm0004375,john dykstra,"tt0316654,tt0076759,tt0145487,tt0079945"
580,nm0516327,meng lo,"tt2888046,tt1462900,tt1386932,tt0104684"
581,nm0748283,richard p. rubinstein,"tt0077402,tt0098084,tt0108941,tt0363547"
582,nm0001731,sam shepard,"tt1322269,tt0086197,tt0265086,tt1935179"
583,nm0000686,christopher walken,"tt0427327,tt0264464,tt0077416,tt0114194"
584,nm0000350,beverly d'angelo,"tt0120586,tt0097958,tt0120434,tt0085995"
585,nm0000374,brad dourif,"tt0167261,tt0099528,tt0073486,tt0087182"
586,nm0005460,mary steenburgen,"tt0099088,tt0114168,tt0838283,tt1204975"
587,nm0000502,christopher lloyd,"tt0088930,tt0106220,tt0096438,tt0088763"
588,nm0000004,john belushi,"tt0078723,tt0080455,tt0072562,tt0077975"
589,nm0000130,jamie lee curtis,"tt0095159,tt0111503,tt0120694,tt1502407"
590,nm0477341,nancy kyes,"tt0074156,tt0080749,tt0085636,tt0077651"
591,nm0908914,dee wallace,"tt0083866,tt0090887,tt0085382,tt0082533"
592,nm0566013,marc mcclure,"tt0088763,tt0078346,tt0086393,tt0081573"
593,nm0000709,robert zemeckis,"tt0118884,tt0088763,tt0109830,tt1907668"
594,nm0000156,jeff goldblum,"tt0107290,tt2278388,tt0091064,tt0116629"
595,nm0822571,paul stanley,"tt0203009,tt4501244,tt0165710,tt3799694"
596,nm0751625,gianni russo,"tt0218967,tt0108255,tt0266915,tt0068646"
597,nm0140836,j. larry carroll,"tt0092455,tt0077681,tt0118480,tt0072271"
598,nm0951763,saul zaentz,"tt0086879,tt0091557,tt0073486,tt0116209"
599,nm0167613,anne v. coates,"tt0107206,tt0056172,tt0071877,tt0120780"
600,nm0799841,matty simmons,"tt0089670,tt0097958,tt0077975,tt0085995"
601,nm0000261,karen allen,"tt0082971,tt0088172,tt0367882,tt0077975"
602,nm0001371,tom hulce,"tt0116583,tt0098067,tt0086879,tt0077975"
603,nm0001102,joe dante,"tt0087363,tt0082533,tt0093260,tt0122718"
604,nm0950759,woo-ping yuen,"tt0190332,tt0373074,tt0378194,tt0446059"
605,nm0859016,jeremy thomas,"tt0252444,tt0115964,tt0102511,tt0093389"
606,nm0194234,charles cyphers,"tt0080749,tt0097815,tt0074156,tt0077651"
607,nm0385674,grainger hines,"tt6412452,tt0443272,tt1699748,tt2937900"
608,nm0013037,shohreh aghdashloo,"tt0315983,tt0285331,tt2660888,tt3230854"
609,nm0518470,lou lombardo,"tt0065214,tt0093565,tt0078446,tt0070334"
610,nm0132257,bruce campbell,"tt0281686,tt0092991,tt0083907,tt0106308"
611,nm0000600,sam raimi,"tt0099365,tt0083907,tt0106308,tt0145487"
612,nm0680392,ethan phillips,"tt3715320,tt0112178,tt2042568,tt0399201"
613,nm0421261,waylon jennings,"tt2582782,tt0405336,tt0409459,tt0110478"
614,nm0546816,miriam margolyes,"tt0455538,tt0106226,tt0117509,tt1201607"
615,nm0727778,david rintoul,"tt1139328,tt0944947,tt1655420,tt4786824"
616,nm0383354,clare higgins,"tt0095294,tt1677720,tt0093177,tt0375920"
617,nm0002126,dorian harewood,"tt0117705,tt0114576,tt0093058,tt0398712"
618,nm0134025,david cann,"tt0425413,tt0087803,tt1707386,tt1478964"
619,nm0000244,sigourney weaver,"tt0078748,tt0499549,tt0177789,tt0118583"
620,nm0733427,harry shearer,"tt0096697,tt0088258,tt0310281,tt0120382"
621,nm0041447,kim aubry,"tt0116669,tt0086066,tt0078788,tt0119978"
622,nm0827663,daniel stern,"tt0101587,tt0104431,tt0099785,tt0094582"
623,nm0764963,alain sarde,"tt0166924,tt1139328,tt0253474,tt0125659"
624,nm0625075,kate nelligan,"tt0111742,tt0124315,tt0101912,tt0120873"
625,nm0857806,jack thibeau,"tt0093409,tt0078788,tt0079116,tt0091209"
626,nm0000976,martin brest,"tt0086960,tt0119643,tt0095631,tt0105323"
627,nm0303031,fred t. gallo,"tt0075686,tt0082089,tt0068646,tt0075148"
628,nm0000271,anne archer,"tt0105112,tt0108122,tt0093010,tt0160009"
629,nm0001574,michael o'keefe,"tt0080487,tt0435679,tt0237572,tt0465538"
630,nm0325390,annie golden,"tt1045772,tt2372162,tt0079261,tt0114746"
631,nm0058045,john barry,"tt0078346,tt0066921,tt0080684,tt0076759"
632,nm0001133,brian dennehy,"tt0090022,tt0088933,tt0382932,tt0083944"
633,nm0000520,michael mann,"tt0091474,tt0140352,tt0369339,tt0104691"
634,nm0000188,steve martin,"tt0102250,tt0131325,tt0093886,tt0079367"
635,nm0000658,meryl streep,"tt0458352,tt1322269,tt0084707,tt0089755"
636,nm0001278,john glover,"tt0120784,tt0113409,tt0096061,tt0099700"
637,nm0326364,john goldstone,"tt0073629,tt0071853,tt0085959,tt0079470"
638,nm0000178,diane lane,"tt0086066,tt0250797,tt2096673,tt0328589"
639,nm0000154,mel gibson,"tt0104714,tt0112573,tt0117438,tt0118883"
640,nm0004306,george miller,"tt1392190,tt0366548,tt0079501,tt0082694"
641,nm0005307,jon peters,"tt0248667,tt0770828,tt1517451,tt0093260"
642,nm0000195,bill murray,"tt0335266,tt0362270,tt1748122,tt0128445"
643,nm0001114,judy davis,"tt0102511,tt0104466,tt2910904,tt0101410"
644,nm0000554,sam neill,"tt4698684,tt0163025,tt0107290,tt0119081"
645,nm0205067,mac davis,"tt0395972,tt1355644,tt0240772,tt0435705"
646,nm0000249,james woods,"tt0159097,tt0119282,tt0120877,tt0086541"
647,nm0000369,matt dillon,"tt0097240,tt0375679,tt4003440,tt0129387"
648,nm0278228,michael finnell,"tt0087363,tt0122718,tt0093260,tt0096734"
649,nm0001753,p.j. soles,"tt0074285,tt0077651,tt0395584,tt0083131"
650,nm0000541,bette midler,"tt0091877,tt0107120,tt0094715,tt0116313"
651,nm0594503,hayao miyazaki,"tt0119698,tt0347149,tt0245429,tt0096283"
652,nm0000633,tom selleck,"tt0119360,tt1595859,tt0080240,tt0094137"
